,path,title,brand,locations,posting_date,responsibilities,basic_qualifications,preferred_qualifications,education,preferred_education,key_qualifications,nice_to_haves
26637702448,/job/new-york/software-engineer-ii/391/26637702448,Software Engineer II,Disney Streaming,"['New York, New York, United States']",2022-06-15,NA," You work diligently with team members and project management to suss out requirements to provide technical solutions and direction. You are comfortable with ambiguity and being part of conversations where discordant views are present. You have an intermediate understanding of software development fundamentals and architecture, and you aren't dogmatic about technology choices. You preferably have knowledge/experience with web technologies and web systems architecture You preferably have working knowledge of Java, Scala, and associated technologies. You preferably have knowledge/experience with AWS products and services (EC2, S3, Lambda, DynamoDB, ElastiCache, CloudFront, etc.) or other cloud providers. You preferably have knowledge/experience with event-driven architecture. ",NA,NA,NA,NA,NA
29695781920,/job/chessy/data-quality-coordinator-f-m-permanent-contract/391/29695781920,Data Quality Coordinator F/M - Permanent contract,Disneyland Paris,"['Chessy, France']",2022-06-23,NA,NA,NA,NA,NA,NA,NA
31577270096,/job/lake-buena-vista/product-manager-data-products-and-platforms/35576/31577270096,"Product Manager, Data Products &amp; Platforms","Parks, Experiences and Products","['Lake Buena Vista, Florida, United States']",2022-06-24,NA,NA,NA,NA,NA,NA,NA
30910206576,/job/burbank/sr-program-manager-data-protection/391/30910206576,Sr. Program Manager - Data Protection,The Walt Disney Company (Corporate),"['Burbank, California, United States ', ' Seattle, Washington, United States']",2022-06-13," The Sr. Program Manager, Data Protection is responsible for evaluating a myriad of user scenarios, capabilities, and technology to ensure they align to enhance the security, regulatory and compliance requirements for data across the Walt Disney Company (TWDC). This role is highly versatile, gleaning from product management, program management, strategic planning, cybersecurity engineering and architecture. Partners with the Data Protection Domain Owner to plan, build and maintain holistic roadmaps to deliver on strategic priorities for data products and capabilities, which align with organizational and business goals Manages and executes on multiple projects in parallel, balancing the needs and timelines of each simultaneously – drives delivery of scope, schedule, budget and expectation management Develops detailed requirements, user stories, acceptance criteria, and success measures Defines and delivers against operational and risk metrics on a regular basis Identify risks, resolve key blockers, and establish appropriate resolution paths Builds and maintains relationships with key technology and business teams and vendors to ensure success across geographies and initiatives Liaises across TWDC Segments and Business Units in relation to the relevant policies, procedures, processes and initiatives to ensure progress on initiatives and compliance Performs as an adaptive problem solver Champions a collaborative, positive and solutions-minded work environment that cultivates shared understanding Gathers, analyzes, and interprets trends or signs of change, to drive strategic planning and influence solution offerings (e.g. evolving privacy and data protection regulations laws, policies, best practices and technology offerings) Evaluates market opportunities and strategic partnerships with respect to their strengths, weaknesses and alignment to Company requirements Supports leadership in large scale initiatives, including creation of deliverables (assessments, internal presentations, etc.) with a view toward promoting informed decision-making and presentations that will be shared with senior-level audiences  Basic "," 7+ years’ experience working in a highly analytical, consulting, investment banking or managerial role Trusted partner and coach with an ability to thoughtfully consider an organizational agenda, distinct personality perspectives and, and respectfully challenge ideas before executing an action plan Demonstrates organization acumen by anticipating organizational needs before they are needed; by identifying disconnections between strategy and the people, processes, and/or tools needed to achieve Results oriented business professional with a focus on project delivery and business efficiencies Previous experience working with executive stakeholders; people and nuanced communication skills to successfully proxy Demonstrated ability to function independently with a proactive, self-starter attitude Previous experience drawing valuable insight from varied industry & functional experiences; to inform approaches and quick understanding of different industries and capabilities Strategic thinker with effective, diplomatic and proactive leadership skills Ability to drive results to successful completion Experienced with prioritizing projects and business impacts Strong analytical skills including data manipulation, analysis, visualization and presentation Adept at providing analysis, recommendations, and executive decision making frameworks Comfortable working in a fast-paced, dynamic environment A track record of creativity and innovative problem solving Strong experience in operationalizing business rhythms to ensure critical business meetings and governance structures are scheduled, planned, and executed Highly resourceful team-player, with the ability to also be extremely effective independently Capable of managing complex project portfolios; including investments, initiatives people development programs, and strategic imperatives Highly proficient in Microsoft Suite Highly effective verbal & written communication skills Strong customer focus Required Education Bachelor’s Degree in: IT, Computer Science, Security Architecture/Engineering, Electronics Engineering, and an additional degree or experience in fine art to include performing art, music, or visual art. Preferred Education MBA or advanced degree in IT, Computer Science, Security Architecture/Engineering, Electronics Engineering, and an additional degree or experience in fine art to include performing art, music, or visual art. ",NA," Bachelor’s Degree in: IT, Computer Science, Security Architecture/Engineering, Electronics Engineering, and an additional degree or experience in fine art to include performing art, music, or visual art. Preferred Education MBA or advanced degree in IT, Computer Science, Security Architecture/Engineering, Electronics Engineering, and an additional degree or experience in fine art to include performing art, music, or visual art. "," MBA or advanced degree in IT, Computer Science, Security Architecture/Engineering, Electronics Engineering, and an additional degree or experience in fine art to include performing art, music, or visual art. ",NA,NA
29799311488,/job/orlando/senior-application-engineer-full-stack-software-developer/391/29799311488,Senior Application Engineer/Full Stack Software Developer,The Walt Disney Company (Corporate),"['Orlando, Florida, United States ', ' Lake Buena Vista, Florida, United States']",2022-06-13," Develop custom analytical software that solves complex business problems Implement decision systems that improve the use of analytics at Disney Media Networks Partner with Decision Science teams to integrate data science advancements into end-to-end solutions Partner with Data and Technology teams to establish scalable, efficient, and automated data processes Basic "," Full-stack web development experience Minimum four years of software development experience with technical expertise in one or more development languages Minimum two years of experience with Python, and Django Experience with front-end frameworks, and ReactJS in particular Ability to understand the business and translate business requirements into technical requirements Ability to design and develop complex applications Experience working with large and complex volumes of data with various databases and data warehouses Experience working with cloud infrastructure such as AWS, Azure, Google Cloud, or equivalent Demonstrated creative problem solving and decision making skills Demonstrated ability to champion projects from beginning through implementation, meet deadlines, handle multiple priorities and perform job responsibilities accurately with minimal supervision Proven ability to assist more junior resources with technical questions and problem resolution Experience configuring/tuning software applications and database connections Willingness and ability to learn in a fast-paced environment Ability to adapt to rapidly changing business environments and managing multiple priorities Demonstrated strong written and verbal communication skills with the ability to interact cross-functionally with both technical and non-technical teams "," Experience with UX/UI design Experience with QA Testing and Release Management Experience with analytic applications Relevant industry knowledge in media, entertainment, theme parks, or resorts Experience with Snowflake cloud data warehouse Experience with analytics tools like Databricks or similar Experience with big data query tools Experience leading software tool evaluations ",NA,NA,NA,NA
31577251488,/job/santa-monica/data-scientist-returnship-path-forward-program/35576/31577251488,"Data Scientist, Returnship (Path Forward Program)",Disney Media &amp; Entertainment Distribution,"['Santa Monica, California, United States']",2022-06-23,NA,NA,NA,NA,NA,NA,NA
31577254704,/job/celebration/director-product-engineering/35576/31577254704,"Director, Product Engineering",The Walt Disney Company (Corporate),"['Celebration, Florida, United States']",2022-06-23," Establishes the overall product vision/strategy for the organization Accountable for the overall Agile vision/strategy for the organization Directly manages a team of Product Engineers, who are responsible for establishing the vision/strategy/roadmap for their responsible areas (cross-functional across the organization), establishing a customer rhythm of business, and prioritizing the right outcomes within their Agile delivery teams Directly manages the Sr Manager of Product Engineering who is responsible for defining the Agile vision/strategy and implementation plan for the organization Partners with CDTE leadership team to assess baseline maturity, identify challenges/opportunities, and ensure implementation of strategic direction is aligned to the organizational priorities Engages with customer and organizational leadership to deeply understand unarticulated needs, successes, and new opportunities; then conveys that information to the team in a manner that is traceable and actionable. Sets strategic direction for the team based on market and industry analysis of trends and conditions, as well as company direction Sets the strategic direction for the team based on in-depth knowledge of product and Agile best practices that differentiate the product portfolio from the competition Leads the team to collectively deliver a streamlined, organization-wide set of processes and best practices related to ideation, delivery, prioritization, and customer engagement Sets priorities for the team and provides supervision, guidance & feedback as needed to ensure the right outcomes are delivered Leverages techniques that increase collaboration, predictability, and transparency for the team and organization, while promoting a culture of experimentation and innovation Leads the team to identify opportunities to continually improve and implement organizational change Manages the development of the team, including performance appraisals, reviews, and training Grows, attracts, and retains talent Basic "," Bachelor’s degree (Computer Science is a plus but not required) 10 years’ experience in product engineering 5 years of people management 5 years cloud experience Expert at establishing vision and strategic direction, including roadmaps and implementation plans Expert at managing new teams, building cohesion/synergy, and holding accountable Expert at driving digital transformation implementation plans Strong experience growing, attracting, and retaining talent Strong knowledge of and background with Agile implementation in a software development lifecycle (SDLC) Strong experience operating in SDLC and/or IT organizations Expert knowledge of multi-cloud providers and services (AWS, Google, and Azure) Effective verbal and written communication skills with both technical and non-technical audiences, as well as formal and informal settings Ability to thrive in a dynamic, collaborative, and fast-paced environment Strong interpersonal skills as well as strong problem-solving and analytical skills Models desired company cultural attributes and inclusive behaviors Strong attention to detail Takes calculated risks and makes sound decisions Takes a data-driven approach and can lead a team to make that transition Strong experience with radical prioritization and tradeoffs Strong communication and ability to work cross-functionally with other functions, such as designers, product managers, data scientists, engineers, or SRE, to deliver products ",NA,NA,NA,NA,NA
30910206784,/job/celebration/director-product-engineering/391/30910206784,"Director, Product Engineering",The Walt Disney Company (Corporate),"['Celebration, Florida, United States ', ' Seattle, Washington, United States']",2022-06-13," Establishes the overall product vision/strategy for the organization Accountable for the overall Agile vision/strategy for the organization Directly manages a team of Product Engineers, who are responsible for establishing the vision/strategy/roadmap for their responsible areas (cross-functional across the organization), establishing a customer rhythm of business, and prioritizing the right outcomes within their Agile delivery teams Directly manages the Sr Manager of Product Engineering who is responsible for defining the Agile vision/strategy and implementation plan for the organization Partners with CDTE leadership team to assess baseline maturity, identify challenges/opportunities, and ensure implementation of strategic direction is aligned to the organizational priorities Engages with customer and organizational leadership to deeply understand unarticulated needs, successes, and new opportunities; then conveys that information to the team in a manner that is traceable and actionable. Sets strategic direction for the team based on market and industry analysis of trends and conditions, as well as company direction Sets the strategic direction for the team based on in-depth knowledge of product and Agile best practices that differentiate the product portfolio from the competition Leads the team to collectively deliver a streamlined, organization-wide set of processes and best practices related to ideation, delivery, prioritization, and customer engagement Sets priorities for the team and provides supervision, guidance & feedback as needed to ensure the right outcomes are delivered Leverages techniques that increase collaboration, predictability, and transparency for the team and organization, while promoting a culture of experimentation and innovation Leads the team to identify opportunities to continually improve and implement organizational change Manages the development of the team, including performance appraisals, reviews, and training Grows, attracts, and retains talent Basic ",NA,NA,NA,NA,NA,NA
31577246032,/job/santa-monica/data-analyst/35576/31577246032,Data Analyst,Disney Media &amp; Entertainment Distribution,"['Santa Monica, California, United States ', ' New York, New York, United States']",2022-06-23," Business Performance Reporting, Visualization: Be a partner for cross-functional stakeholders to understand performance of the platform. When a metric is ahead or behind expectations, dig in to drive meaningful, actionable insights that help the business performance improve or double-down on success. Deep-Dive Analysis: Use advanced techniques (statistical modeling, experimentation, causal inference) to analyze user behavioral data to identify patterns and uncover opportunities. Create a rich understanding of how people are interacting with the platform and content and use these insights to then make recommendations. Opportunity Identification and Sizing: Both to set goals and help evaluate potential opportunities, this analyst will be tasked with forecasting and opportunity sizing. This will help business stakeholders evaluate trade-offs in different approaches, and create targets for driving business performance. Partnership and communication: Partner closely with business stakeholders to identify and unlock opportunities, and with other data teams to improve platform capabilities around data modeling, testing platforms, data visualization, and data architecture.    ",NA,NA,NA,NA,NA,NA
29814121504,/job/burbank/senior-decision-science-product-consultant-content-analytics/391/29814121504,Senior Decision Science Product Consultant – Content Analytics,The Walt Disney Company (Corporate),"['Burbank, California, United States']",2022-06-21," Business Partner – You will engage with internal clients for projects that drive business value, improve efficiencies, or guide data strategy development. Technical Lead – You will extract and analyze data, seek out answers to business problems, engineer software solutions, and look for opportunities to automate processes. Innovation Partner – Research and apply methodologies and solutions to build products, tools and systems that deliver solutions for our clients Product Developer – You will support assessment of business needs, requirements gathering, solution design, delivery, testing, and user training of analytics applications. Storyteller – Through polished presentations, deliver and effectively communicate key insights, findings, and recommendations in a concise, actionable, and efficient manner. Basic "," Minimum 2 years of experience in analytics, business intelligence or data science Ability to document business processes, determine functional requirements, and turn them into technical specifications Ability to seamlessly collaborate across the technical teams building consensus to work as a team Demonstrated experience performing exploratory and quantitative analysis and contributing to solution design Proficiency acquiring, organizing, cleansing, and manipulating complex or large amounts of data Proficiency with data visualization technologies, such as Tableau or Looker Ability to apply statistical methods such as regression, time series, clustering, optimization techniques, machine learning and others Deploy automated reporting, forecasting, and other analytics tools using Python/R, SQL, Docker, and Airflow Ability to manage multiple priorities and adapt to a rapidly changing business environment Strong written and oral communication, presentation, and interpersonal skills Ability to simplify complex analytics into recommendations that are easily understood and executable "," Experience with marketing analytics, media mix modeling and forecasting Experience with internal or external consulting Strong understanding of data science methods Skilled at project management and delivery ",NA,NA,NA,NA
29787834576,/job/glendale/senior-decision-science-product-consultant-marketing-analytics/391/29787834576,Senior Decision Science Product Consultant - Marketing Analytics,The Walt Disney Company (Corporate),"['Glendale, California, United States ', ' Orlando, Florida, United States ', ' Lake Buena Vista, Florida, United States']",2022-06-14," Internal Consultant – You will act as a Company-wide consultant, with particular concentration on marketing analytics, content analytics and complex science models to solve business problems and add value. Business Partner – You will engage with internal clients for projects that drive business value, improve efficiencies, or guide strategy development. Technical Lead – You will extract data for analysis, seek out answers to business problems, engineer software solutions, and look for opportunities to automate processes. Product Developer – You will support assessment of business needs, requirements gathering, solution design, delivery, testing, and user training of analytics applications. Problem Solver – When presented with new challenges, you will research and network to find solutions, evaluated within the context of business impact. Storyteller – Through polished presentations, deliver and effectively communicate key insights, findings, and recommendations in a concise, actionable, and efficient manner.  Basic "," Minimum 2 years of experience in analytics, business intelligence or data science Ability to document business processes, determine functional requirements, and turn them into technical specifications Be a problem solver; when presented with new challenges, you are expected to independently research and network to find solutions. Proficiency acquiring, organizing, cleansing, and manipulating complex or large amounts of data Demonstrated experience performing exploratory and quantitative analysis and contributing to solution design Experience with statistical methods, forecasting, and/or optimization Proficiency with data visualization technologies, such as Tableau or Looker Be hands-on and deploy automated reporting, forecasting, and other analytics tools using Python/R, SQL, Docker, and Airflow and look for opportunities to automate processes. Ability to simplify complex analytics into recommendations that are easily understood and executable Ability to manage multiple priorities and adapt to a rapidly changing business environment Strong written and oral communication, presentation, and interpersonal skills "," Experience with marketing analytics, marketing methods, media mix, content development or content marketing Experience with internal or external consulting Strong understanding of data science methods Skilled at project management and delivery ",NA,NA,NA,NA
22162184080,/job/new-york/lead-software-engineer/391/22162184080,Lead Software Engineer,Disney Streaming,"['New York, New York, United States']",2022-06-19," Architect tool-agnostic frameworks and services to connect and track systems, services and networks cross-organizationally Innovate solutions for operational pain points to maximize efficiency, eliminate repetitive, manual work and enhance overall operational maturity Lead broad inter-team communications, facilitating discussion, weighing trade-offs, navigating friction, translating/educating on technical concepts Work closely with operations teams cross-organizationally to identify opportunities for tooling/automations for optimal productivity Design and develop APIs that will enable aggregate data for storage, transformation, and transfer Keep abreast of and architect solutions to adhere to Enterprise Software & Policies (understanding of basic restrictions and policies around SOX, PCI, Personally-Identifiable Information) Devise data visualizations and dashboards that organize, frame and communicate data in a way that empowers teams in analysis, reporting, planning and incident management Partner with service owners to improve telemetry and ensure preventative and remedial solutions are operational for a non-engineering workforce Mentor other engineers on the team in problem-solving, solution architecting, troubleshooting, and advanced technical expertise Basic "," Programming languages (Object-oriented, Functional, Declarative, Interpreted, Compiled, Scripted) Ruby, JavaScript is a plus Full stack development preferred Cloud Infrastructure (AWS, Terraform) is a plus Systems (Linux fundamentals, resilient deployment practices, inter-service Networking with AWS VPCs and Load Balancers) Security (IAM, OAuth, secure coding practices) Data storage, transformation, and transfer (MySQL, DynamoDB, Redis, Kafka, Kinesis, Avro) Application Runtime and Deployment (Docker, Kubernetes, Jenkins/Spinnaker) API development, architecture, and communication (REST, GraphQL, SQS & Asynchronous Processing, Scaling techniques, HTTP Status Codes and HTTP Protocol Standards) Software Reliability and Resiliency Practices (Circuit Breaker & Bulkhead pattern, background processing and failure handling, inter-region fallbacks/failovers, best-case/worst-case/average-case performance) Modern Frontend Development (JS, React, HTML, CSS, SCSS) UX, Data Visualization and Information Architecture Incident & Change Management (familiarity with ITIL, runbooks, or a background in Operations is a major plus) Enterprise Software & Policies (understanding of basic restrictions and policies around SOX, PCI, Personally-Identifiable Information) ",NA,NA,NA,NA,NA
31577237568,/job/lake-buena-vista/lead-software-engineer-mlops/35576/31577237568,"Lead Software Engineer, MLOps","Parks, Experiences and Products","['Lake Buena Vista, Florida, United States ', ' Santa Monica, California, United States ', ' Burbank, California, United States ', ' Glendale, California, United States ', ' Seattle, Washington, United States']",2022-06-23," Participate in full lifecycle software development Implement and unit test complex software solutions from the ground up Collaborate with technology teams across Disney Provide solution ownership across project teams Design performant, maintainable, reliable data pipelines, infrastructure, tools, and services to support ML/MV/AI systems at scale Mentor junior teammates in all forms of technology and development Guide teammates and contracting teams in solution engineering, problem definition, and troubleshooting Basic "," 6+ years of relevant experience Extended experience with AWS technologies and management, including IAM, S3, DynamoDB, Kinesis, SQS, SNS, and ECS Heavy emphasis on software engineering skills, including performance tuning, algorithm design, and architecture Experience with data-heavy solutions (high throughput or high-volume data pipelines, databases, or data warehouses) Excellent debugging knowledge of requisite tools Investigate a problem and design a full stack system to address the issue Experience with automated testing of machine learning artifacts Experience with pub/sub and cloud infrastructure design Experience deploying projects and platforms through CI/CD, Git, and automation Experience establishing system health monitoring, auto-healing applications, and serverless applications Experience working in an Agile scrum environment Determine project requirements, solution components, and important sub-tasks ", Experience leading and/or mentoring junior-to-mid-level technology resources ,": Bachelor's degree in Computer Science, Engineering, Information Technology, or related field Preferred Education: Master's degree in Computer Science, Engineering, Information Technology, or related field ",": Master's degree in Computer Science, Engineering, Information Technology, or related field ",NA,NA
31577302736,/job/san-francisco/production-engineer-unreal-tools/35576/31577302736,Production Engineer (Unreal Tools),Lucasfilm,"['San Francisco, California, United States']",2022-06-24,NA,NA,NA,NA,NA,NA,NA
15704937200,/job/new-york/software-engineer-tech-lead/391/15704937200,"Software Engineer, Tech Lead",Disney Streaming,"['New York, New York, United States ', ' Los Angeles, California, United States']",2022-06-19," Partnering with cross-functional teams on identifying, defining, supporting, and improving reliability and performance. Building, maintaining, and improving custom tooling that provides automated analysis of the ecosystem’s health while proactively identifying issues prior to becoming an incident. Identification and forensic analysis to find root cause analysis and provide recommendations on future cross functional changes needed. Ability to communicate, discuss, and champion reliability efforts Gather and analyze a variety of data points (qualitative and quantitative) and distill that information down into key insights for engineering. Basic "," 8+ years of software development experience 3+ years of project or team lead experience Advanced knowledge of systems applications and hardware, server architecture, operating platforms, Cloud technologies, and internet and web applications Reliability efforts and initiatives in a technical organization Experience with modern SRE practices Cross-functional work with teams of different expertise Service Reliability/Operational experience running large scale high-performance systems & Internet services You can write reliable and understandable code in JavaScript, Scala, or other languages (Scala preferable) Comfortable analyzing various logs (HTTP Archive, and various client/service logs) Ability to query and visualize data using Grafana, Kibana, ElasticSearch, CloudWatch or similar Defines the processes used in identification of the root causes of operational issues and leads root cause analysis; resolves problems and/or recommends solutions for implementation by others. Oversees the development and implementation of tools, automation, and scripts to facilitate multiple platform maintenance, operational efficiency, reliability, and administration. "," Subject matter expertise in one or more of the following areas: iOS, Android, browser, or streaming technologies. AWS products and services (CloudWatch, Athena, DynamoDB, ECS, ElastiCache, Elasticsearch, Kinesis, Lambda, S3, SNS, SQS, etc…) or other cloud providers. BS in Computer Science, Electrical Engineering or Computer Engineering (or equivalent professional experience) Datadog experience Big data experience with extracting (e.g. SQL, Snowflake, Databricks, Athena) ",NA,NA,NA,NA
23200754304,/job/new-york/software-engineer-ii/391/23200754304,Software Engineer II,Disney Streaming,"['New York, New York, United States']",2022-06-19," Partnering with cross-functional teams on identifying, defining, supporting, and improving reliability and performance. Building, maintaining, and improving custom tooling that provides automated analysis of the ecosystem’s health while proactively identifying issues prior to becoming an incident. Identification and forensic analysis to find root cause analysis and provide recommendations on future cross functional changes needed. Ability to communicate, discuss, and champion reliability efforts Gather and analyze a variety of data points (qualitative and quantitative) and distill that information down into key insights for engineering. Basic "," 3+ years of software development experience Knowledge of systems applications and hardware, server architecture, operating platforms, Cloud technologies, and internet and web applications Reliability efforts and initiatives in a technical organization Experience with modern SRE practices Cross-functional work with teams of different expertise Service Reliability/Operational experience running large scale high-performance systems & Internet services You can write reliable and understandable code in JavaScript, Scala, or other languages (Scala preferable) Comfortable analyzing various logs (HTTP Archive, and various client/service logs) Oversees the development and implementation of tools, automation, and scripts to facilitate multiple platform maintenance, operational efficiency, reliability, and administration. ",NA,NA,NA,NA,NA
23200754256,/job/new-york/sr-software-engineer/391/23200754256,Sr. Software Engineer,Disney Streaming,"['New York, New York, United States ', ' Los Angeles, California, United States']",2022-06-19," Partnering with cross-functional teams on identifying, defining, supporting, and improving reliability and performance. Building, maintaining, and improving custom tooling that provides automated analysis of the ecosystem’s health while proactively identifying issues prior to becoming an incident. Identification and forensic analysis to find root cause analysis and provide recommendations on future cross functional changes needed. Ability to communicate, discuss, and champion reliability efforts Gather and analyze a variety of data points (qualitative and quantitative) and distill that information down into key insights for engineering. Basic "," 5+ years of software development experience 3+ years of project or team lead experience Advanced knowledge of systems applications and hardware, server architecture, operating platforms, Cloud technologies, and internet and web applications Reliability efforts and initiatives in a technical organization Experience with modern SRE practices Cross-functional work with teams of different expertise Service Reliability/Operational experience running large scale high-performance systems & Internet services You can write reliable and understandable code in JavaScript, Scala, or other languages (Scala preferable) Comfortable analyzing various logs (HTTP Archive, and various client/service logs) Ability to query and visualize data using Grafana, Kibana, ElasticSearch, CloudWatch or similar Defines the processes used in identification of the root causes of operational issues and leads root cause analysis; resolves problems and/or recommends solutions for implementation by others. Oversees the development and implementation of tools, automation, and scripts to facilitate multiple platform maintenance, operational efficiency, reliability, and administration. ",NA,NA,NA,NA,NA
31577230688,/job/new-york/sr-manager-data-analytics/35576/31577230688,"Sr Manager, Data Analytics",Disney Media &amp; Entertainment Distribution,"['New York, New York, United States ', ' Seattle, Washington, United States']",2022-06-22,NA,NA,NA,NA,NA,NA,NA
31577226464,/job/new-york/manager-data-analytics/35576/31577226464,"Manager, Data Analytics",Disney Media &amp; Entertainment Distribution,"['New York, New York, United States ', ' Seattle, Washington, United States']",2022-06-22,NA,NA,NA,NA,NA,NA,NA
31577226432,/job/new-york/lead-data-analyst/35576/31577226432,Lead Data Analyst,Disney Media &amp; Entertainment Distribution,"['New York, New York, United States']",2022-06-22,NA,NA,NA,NA,NA,NA,NA
31577299232,/job/glendale/senior-software-engineer/35576/31577299232,Senior Software Engineer,Disney Media &amp; Entertainment Distribution,"['Glendale, California, United States']",2022-06-24," You will be building scalable, maintainable, and well-tested software solutions which are flexible enough to meet the requirements of multiple customers and stakeholders. Collaborate with other software engineers and cross-functional teams Mentor junior engineers and conduct code reviews Work independently to design, build, test, and deploy high quality software solutions Troubleshoot issues and fix defects Balance resources, requirements, and complexity Basic "," 5+ Years industry experience Computer Science degree or related technical degree or equivalent experience Experience with common backend technologies such as REST APIs, Microservice architectures, async programming Experience with a wide range of data store technologies such as MongoDB, Redis, Elasticsearch, Postgres, and DynamoDB Experience with Java or Kotlin, Spring Framework and .Net Experience with Cloud-based technologies such as AWS EC2, S3, SQS, Lambda and Step Functions, and Fargate Experience with build and deployment technologies such as Docker, Gitlab-CI, Terraform/Cloud formation, and Jenkins Experience in Agile/Scrum methodology Team player with strong oral and written communications skills Motivated self-starter with the ability to learn and adapt to new technologies ",NA,NA,NA,NA,NA
31577244144,/job/glendale/lead-software-engineer-content-platforms/35576/31577244144,"Lead Software Engineer, Content Platforms",Disney Media &amp; Entertainment Distribution,"['Glendale, California, United States']",2022-06-23,NA,NA,NA,NA,NA,NA,NA
31327683408,/job/seattle/staff-software-engineer/391/31327683408,Staff Software Engineer,The Walt Disney Company (Corporate),"['Seattle, Washington, United States']",2022-06-20," You will have a senior role on the team and will help design, build and maintain features for backend distribution services that take full advantage of cloud native architecture and microservices. You’ll be expected to be 100% hands-on development and deliver iteratively in an agile environment with an opportunity to provide mentorship and leadership to other team members as we continue to build a world class platform supporting some of Disney’s premier brands.  What you will do: Communicate technical concepts, both in writing and verbally, and collaborate effectively with colleagues across diverse technology teams Collaborate with product managers and fellow engineers in the design and implementation of new features Contribute to, and sometimes lead cross-team architecture discussions Analyze, debug and perform root cause analysis on any platform related incidents Drive efficiencies to processes and technology that improve the effectiveness of the team Contribute to the evolution of Engineering best practices Interface with a variety of stakeholders to help define requirements and project timelines Assist with full-stack development of both existing and new platform features Research and experiment with the latest and greatest technologies to identify, evangelize, and apply them to current and future projects  Basic "," 5+ years of relevant industry experience Excellent programming skills and strong understanding of Java or Python Good understanding of data integration and delivery patterns via HTTPS, Event Messaging, SFTP and API paradigms (REST, GraphQL) Experience with developing for public clouds like Google Cloud Platform (GCP) or Amazon Web Services (AWS) Experience with full software development lifecycle and common best practices such as unit testing, collaborative version control flows, and continuous integration (CI/CD) Proven ability to work on a diverse scope of projects requiring detailed analysis and creative/practical problem solving Strong analytical skills and capabilities for resolving a wide range of issues Self-starter with an interest in industry trends and a passion for innovation "," Experience with real-time messaging frameworks, such as Kafka or DataStax Experience with GCP Dataflow and BigQuery Experience with Apache Beam and Spark Experience with developing high-volume and highly-available distributed systems "," Degree in Computer Science or related field, and/or equivalent work experience ",NA,NA,NA
31050242736,/job/bristol/lead-software-engineer-fullstack/391/31050242736,Lead Software Engineer - Fullstack,Disney Media &amp; Entertainment Distribution,"['Bristol, Connecticut, United States ', ' Glendale, California, United States']",2022-06-15," Design and implement cloud-based distributed systems for CI/CD tools Create self-reinforcing feedback loops that will scale across departments and teams Monitor data streams for anomalies, triage any issues found and report problems to stakeholders Evaluate the development processes of widely disparate teams to ensure consistency based upon industry standards Manage individual project priorities, deadlines and deliverables Contribute to Architecture, implementation and operations of core Platforms and Content Distribution systems Collaborate with internal & external teams to define requirements and delivery schedules for projects Design and deliver high quality code for large projects and make critical contributions working with others on projects Mentor and provide technical leadership to the team to iteratively improve development practices and processes Tackle challenging engineering problems involving high throughput web applications Build strong relationships with the team while collectively finding opportunities for improvements around quality and automation  Basic "," Basic Qualifications: 7+ years of experience building large scale data platforms from Architecture all the way to implementation and support. Platform is expected to handle Peta Bytes of data in cloud environment, on a real-time manner. Have a data toolbox – Familiar with technologies relevant to the data and integration space including Hadoop, Spark, Apache Druid, Cassandra, Java, Python, and ML frameworks. Must be hands-on on latest technologies such as Java, Scala, Apache Spark, Apache Kafka, Hadoop, API design and development, No-SQL databases such as Cassandra, OLAP columnar storage systems, Bit Map indexes to handle millions of consumers and thousands of attributes while allowing real-time querying/ segmentation. Experience in programming in Python. Numpy and Pandas experience is a plus. Capability to think strategically, balancing a broad range of internal and external factors when identifying problems, proposing solutions, and making decisions. Strong problem-solving skills and critical thinking abilities. Experience working with virtual and global cross-functional team. Front-end engineering experience (especially with React) is a plus "," Preferred Qualifications: 5+ years of experience building, coaching and leading software professionals 5+ years of hands-on experience in data and analytics technology, with focus on data architecture and large volume data processing. Experience with Java, Python, and/or SQL. Experience in building large data streaming platform will be a huge plus. 2+ years of experience with cloud deployments, AWS experience preferred. Proficiency with linux/unix based systems. "," Required education: (Masters in Computer Science or similar is preferred): Bachelor’s degree, with equivalent work experience in MIS, Computer Science or related discipline ",NA,NA,NA
