,Unnamed: 0,path,title,brand,locations,posting_date,responsibilities,basic_qualifications,preferred_qualifications,education,preferred_education,key_qualifications,nice_to_haves
228,30218359872.0,/job/santa-monica/senior-frontend-engineer/391/30218359872,Senior Frontend Engineer,Disney Streaming,"['Santa Monica, California, United States ', ' United States']","Jun. 01, 2022"," our team is primarily based out of the san francisco office, with some engineers out of different locations in the united states. we are a fast paced and fast growing team, where you will have an opportunity to learn about the international landscape and challenges in the area of billing, payments, subscriptions, promotions and offers as our streaming services launch around the world over the next few years. basic "," bs degree in computer science or equivalent experience in comparing and evaluating competing technologies/languages/libraries used to implement sophisticated ux designs. extensive experience and practical knowledge of javascript/typescript (es6) detailed knowledge of latest react/redux (thunk or sagas) experience working with graphql and/or enterprise api data modeling experience and practical knowledge of css3 (styled-components or alternative) experience with express.js/koa/hapi/restify or comparable node.js framework excellent grasp of software development fundamentals, software design patterns, unit testing and functional programming paradigms. independent, proactive and able to deliver production-ready code with minimal guidance. strong motivation in picking up new domains and writing and shipping well-tested code excellent collaboration skills and ability to work with multi-functional business partners strong interpersonal and project coordination skills ",,,,,
229,29743359440.0,/job/santa-monica/senior-software-engineer/391/29743359440,Senior Software Engineer,Disney Streaming,"['Santa Monica, California, United States']","May 24, 2022"," design and deliver highly-performant, scalable, resilient systems while contributing to the continuous improvement of systems and architecture. work closely with product and engineering leadership to specify, design and implement solutions for our customers and business partners. write, test and release elegant software systems using a mix of technologies including: scala, java, akka, python, aws including: kinesis, dynamodb, and lambda. contribute to on-call rotation and support the sre and operations teams for the team’s services. basic ",,,,,,
230,24699708608.0,/job/san-francisco/senior-machine-learning-engineer/391/24699708608,Senior Machine Learning Engineer,Lucasfilm,"['San Francisco, California, United States']","Mar. 03, 2022"," apply cutting edge machine learning research to real-world production applications develop solutions for content and artist-facing problems across our global studios, such as our ml-based appearance transfer pipeline implement and adapt novel deep learning architectures cultivate corpus of training data for ml application at the company identify new areas of research that would have useful application in production mentor other engineers in ml areas design, develop, test, deploy, maintain and improve software basic ",,,,,,
231,24562221456.0,/job/glendale/software-engineer-ii/391/24562221456,Software Engineer II,Disney Media &amp; Entertainment Distribution,"['Glendale, California, United States']","Mar. 01, 2022"," design and write code and automated tests to meet product specifications. collaborate with other team members in day-to-day agile ceremonies, story implementations, code reviews, and continuous integration/delivery process. demo product features and fixes contributed to the team and/or product stakeholders. develop quality technical documentation. serve as an escalation point for technical problems and maintenance. basic "," 2+ years of experience in technical field proficiency in object-oriented programming and software development using node.js. experience working on user facing web applications knowledge of database systems, and network fundamentals. excellent written and verbal communication skills. consistent and proactive self-starter. "," experience working with operations or application support experience working with high volume web applications and services experience designing both logical and physical data model exposure to front end component development knowledge of aws cloud technologies, ecs, eks, sqs, api gateway, s3 ",,,,
232,25125907984.0,/job/new-york/sr-software-engineer/391/25125907984,Sr Software Engineer,Disney Streaming,"['New York, New York, United States']","Mar. 27, 2022"," contribute to the implementation and deployment of the data plane and supporting software for the disney origin, mid-tier, and edge appliance ecosystem. design and implement operational tooling for health monitoring, traffic engineering, and other critical functions. create and manage mechanisms to collect metrics and synthesize meaningful insights with that data apply principled engineering practices including unit testing, integration testing, continuous integration and, by your example, lead others in your team to do likewise. develop your technical understanding to support and build your career. act as a mentor and an example to others in your team and across the organization. collaborate with open-source communities to contribute and maintain software. basic "," 5+ years of software development experience. systems programming experience in c/c++, python, or go experience building highly performant, stable systems fondness for unit tests and automated testing in multiple forms knowledge of video streaming / hls required education ba/bs college degree or higher or equivalent work experience ",, ba/bs college degree or higher or equivalent work experience ,,,
233,14437998560.0,/job/santa-monica/lead-software-engineer/391/14437998560,Lead Software Engineer,Hulu,"['Santa Monica, California, United States ', ' New York, New York, United States ', ' San Francisco, California, United States ', ' Seattle, Washington, United States']","Feb. 04, 2022",,,,,,,
234,28992701376.0,/job/santa-monica/software-engineer-ii/391/28992701376,Software Engineer II,Disney Streaming,"['Santa Monica, California, United States']","May 12, 2022"," collaborate daily with software developers, product owners, and program managers to define requirements and ensure testability develop scalable automated testing strategies and coordinate feedback from your collaborators define/implement/maintain test automation for the growthlife qa team introduce effective quality methodologies to the growthlife organization’s automation strategies and expand/improve existing automation collaborate closely with partner teams to understand upstream/downstream dependencies and to facilitate development of integration/end-to-end tests contribute to the release process for the growthlife team diagnose/debug/perform root cause analysis for issues in production/test environments, report defects, champion/drive/advocate for their resolution, and provide visibility/transparency into the value of your work propose regression tests to discover recurring issues and drive the tests to 'automation complete' create/maintain test data for automated testing and navigate through databases to analyze issues identify gaps and drive improvements in engineering methodologies to ensure industry-leading system quality and team efficiency apply software engineering best practices and agile approaches. basic "," bachelor’s degree or the foreign equivalent in computer science or a closely related field with 2+ years of progressive experience in a software testing (sdet) and/or software development (sde) occupation, including automated/manual testing of backend services and rest apis proficient in object-oriented design and expertise with one of the following programming languages: java, python, c#, kotlin, scala, or similar knowledge of at least one backend test automation frameworks (e.g., rest assured, karate, pytest, etc.) experience working with version control software (e.g., github) and issue/project tracking software (e.g., jira) experience working with software development/debugging tools (e.g., postman, curl, chrome dev tools) experienced in defining/executing/maintaining test cases and experience with building out test plans for backend services experience with sql queries, stored procedures, and data analysis/validation some experience with jenkins or similar build tools good understanding of quality-related agile methodologies and tools and validated experience using both during the sdlc strong verbal and written communication skills (e.g., whiteboarding/diagramming system behavior) proven experience demonstrating analytical skills, reporting, ownership, customer focus, and collaboration ",,,,,
235,22959603888.0,/job/santa-monica/software-engineer-ii/391/22959603888,Software Engineer II,Disney Streaming,"['Santa Monica, California, United States']","Feb. 02, 2022"," collaborate daily with software developers, product owners, and program managers to define requirements and ensure testability develop scalable automated testing strategies and coordinate feedback from your collaborators define/implement/maintain test automation for the growthlife qa team introduce effective quality methodologies to the growthlife organization’s automation strategies and expand/improve existing automation collaborate closely with partner teams to understand upstream/downstream dependencies and to facilitate development of integration/end-to-end tests contribute to the release process for the growthlife team diagnose/debug/perform root cause analysis for issues in production/test environments, report defects, champion/drive/advocate for their resolution, and provide visibility/transparency into the value of your work propose regression tests to discover recurring issues and drive the tests to 'automation complete' create/maintain test data for automated testing and navigate through databases to analyse issues identify gaps and drive improvements in engineering methodologies to ensure industry-leading system quality and team efficiency apply software engineering best practices and agile approaches. basic "," bachelor’s degree or the foreign equivalent in computer science or a closely related field with 2+ years of progressive experience in a software testing (sdet) and/or software development (sde) occupation, including automated/manual testing of backend services and rest apis proficient in object-oriented design and expertise with one of the following programming languages: java, python, c#, kotlin, scala, or similar knowledge of at least one backend test automation frameworks (e.g. rest assured, karate, pytest, etc.) experience working with version control software (e.g. github) and issue/project tracking software (e.g. jira) experience working with software development/debugging tools (e.g. postman, curl, chrome dev tools) experienced in defining/executing/maintaining test cases and experience with building out test plans for backend services experience with sql queries, stored procedures, and data analysis/validation some experience with jenkins or similar build tools good understanding of quality-related agile methodologies and tools and validated experience using both during the sdlc strong verbal and written communication skills (e.g. whiteboarding/diagramming system behavior) proven experience demonstrating analytical skills, reporting, ownership, customer focus, and collaboration ",,,,,
236,22383547280.0,/job/santa-monica/software-engineer-ii/391/22383547280,Software Engineer II,Hulu,"['Santa Monica, California, United States']","Jan. 23, 2022"," collaborate daily with software developers, product owners, and program managers to define requirements and ensure testability develop scalable automated testing strategies and coordinate feedback from your collaborators define/implement/maintain test automation for the growthlife qa team introduce effective quality methodologies to the growthlife organization’s automation strategies and expand/improve existing automation collaborate closely with partner teams to understand upstream/downstream dependencies and to facilitate development of integration/end-to-end tests contribute to the release process for the growthlife team diagnose/debug/perform root cause analysis for issues in production/test environments, report defects, champion/drive/advocate for their resolution, and provide visibility/transparency into the value of your work propose regression tests to discover recurring issues and drive the tests to 'automation complete' create/maintain test data for automated testing and navigate through databases to analyze issues identify gaps and drive improvements in engineering methodologies to ensure industry-leading system quality and team efficiency apply software engineering best practices and agile approaches. basic "," bachelor’s degree or the foreign equivalent in computer science or a closely related field with 2+ years of progressive experience in a software testing (sdet) and/or software development (sde) occupation, including automated/manual testing of backend services and rest apis proficient in object-oriented design and expertise with one of the following programming languages: java, python, c#, kotlin, scala, or similar knowledge of at least one backend test automation frameworks (e.g., rest assured, karate, pytest, etc.) experience working with version control software (e.g., github) and issue/project tracking software (e.g., jira) experience working with software development/debugging tools (e.g., postman, curl, chrome dev tools) experienced in defining/executing/maintaining test cases and experience with building out test plans for backend services experience with sql queries, stored procedures, and data analysis/validation some experience with jenkins or similar build tools good understanding of quality-related agile methodologies and tools and validated experience using both during the sdlc strong verbal and written communication skills (e.g., whiteboarding/diagramming system behavior) proven experience demonstrating analytical skills, reporting, ownership, customer focus, and collaboration ",,,,,
237,22089149104.0,/job/santa-monica/software-development-engineer/391/22089149104,Software Development Engineer,Disney Streaming,"['Santa Monica, California, United States']","May 31, 2022"," collaborate daily with software developers, product owners, and program managers to define requirements and ensure testability develop scalable automated testing strategies and coordinate feedback from your collaborators define/implement/maintain test automation for the payments team introduce effective quality methodologies to the growth life organization’s automation strategies and expand/improve existing automation for the payments team collaborate closely with partner teams to understand upstream/downstream dependencies and to facilitate development of integration/end-to-end tests contribute to the release process for the payments team diagnose/debug/perform root cause analysis for issues in production/test environments, report defects, champion/drive/advocate for their resolution, and provide visibility/transparency into the value of your work propose regression tests to discover recurring issues and drive the tests to 'automation complete' create/maintain test data for automated testing and navigate through databases to analyse issues identify gaps and drive improvements in engineering methodologies to ensure industry-leading system quality and team efficiency apply software engineering best practices and agile approaches. basic "," 2+ years of progressive experience in a software testing (sdet) and/or software development (sde) occupation, including automated/manual testing of backend services and rest apis proficient in object-oriented design and expertise with one of the following programming languages: java, python, c#, kotlin, scala, or similar knowledge of at least one backend test automation frameworks (e.g. rest assured, karate, pytest, etc.) experience working with version control software (e.g. github) and issue/project tracking software (e.g. jira) experience working with software development/debugging tools (e.g. postman, curl, chrome dev tools) experienced in defining/executing/maintaining test cases and experience with building out test plans for backend services experience with sql queries, stored procedures, and data analysis/validation some experience with jenkins or similar build tools experience with test suite/case/run management tools (e.g. qtest, testrail, etc.) good understanding of quality-related agile methodologies and tools and validated experience using both during the sdlc strong verbal and written communication skills (e.g. whiteboarding/diagramming system behavior) proven experience demonstrating analytical skills, reporting, ownership, customer focus, and collaboration "," experience with amazon web services (aws) experience with kafka, amazon sqs, and kinesis experience with docker, kubernetes, spinnaker, and continuous integration/delivery systems experience writing gherkin syntax to facilitate the development of automated test scenarios experience developing advanced mocking mechanisms (e.g. rule-based proxies and dummy-services) ", bachelor’s degree or the foreign equivalent in computer science or a closely related field ,,,
238,30162448528.0,/job/seattle/senior-software-engineer/391/30162448528,Senior Software Engineer,Disney Streaming,"['Seattle, Washington, United States']","May 31, 2022"," be a critical member of a team of engineers responsible for building tooling and enhancements to our client application framework in rust. contribute to the development of the underlying framework that supports new feature development on disney+, star+ and hulu. provide clear, easy-to-use abstractions over our low-level canvas-style apis to allow client app engineers to think about building out application features and not pushing individual pixels to the screen. clearly communicate the use of the developer tools, features and apis by writing clear documentation and providing code examples of the use of these features. collaborate closely with our native client platform core engineering team, services engineering teams and product owners to help understand and explain device limitations and requirements. basic "," senior level candidates should have 5+ years of c/c++ experience writing portable multi-platform code, with 2-3+ years of personal or professional rust experience. experience using build runners / compilation tools for multi-platform projects. senior level candidates will have experience mentoring junior level team members. "," experience working on user interface-level code with knowledge of common patterns, architectures and approaches to present a data driven ux to viewers. experience building frameworks and apis that are consumed by other engineering teams. familiarity with set-top box development and specialized socs from manufacturers like broadcom, mediatek, sigmatel, etc or with other embedded systems. graphics experience with opengl/egl, opengl es, vulkan, metal, etc. cross device dependency management game engines and game engine technologies internals of browser technology such as webkit, wpe, chromium, cobalt active member of the rust programming community ",,,,
239,29189139952.0,/job/santa-monica/manager-compliance-reliability-engineer/391/29189139952,"Manager, Compliance Reliability Engineer",The Walt Disney Company (Corporate),"['Santa Monica, California, United States']","May 15, 2022"," sre role, with a focus on compliance reliability perform at active development manager level; requiring daily hands-on contributions in tandem with managerial expectations partner with various engineering teams to design and build automated tooling and integrations to support security and compliance monitoring and audit management functions. manage, mentor, and grow the cre team, currently a team of 3 reliability engineers. automate processes and procedures to increase efficiencies and improve developer experience. define/improve/operate/track innovative processes to support the reliability of our service. influence and create new designs, architectures, standards, and methods to integrate or monitor support for large-scale distributed systems. be a strong technical mentor. this is a technical position, and you will be required to work in code. build and maintain positive relationships with partner teams; creating opportunities to contribute to the success of others or leverage their efforts to achieve internal goals. develop and maintain internal tooling and building systems that are optimized for scalability, efficiency, and reliability. collaborate efficiently with engineering teams and other partners across disney streaming to gather requirements, develop solutions, provide visibility, and drive adoption. basic "," strong interpersonal and communication skills, and a team-focused approach towards software development and operations. understands the devops philosophy and advocates for devops practices. motivation to take initiative and own projects. strong passion for automation, testing, and code quality. 4+ years of software development experience designing and building scalable, fault-tolerant, high-uptime distributed systems from the ground up. experience working in a mix of aws/cloud and enterprise data center environments. experience with ci/cd platforms and tooling using kubernetes, jenkins, artifactory, github, etc. experience with terraform or other infrastructure configuration tooling familiarity with observability technologies such as distributed tracing, metrics, logging, dashboards, monitoring, and alerting. strong proficiency in at least one widely-used programming language (golang, java, python, scala, etc.) familiarity with unix/linux development environments. experience developing and operating infrastructure systems and services ",,,,,
240,27506594624.0,/job/new-york/senior-network-automation-engineer/391/27506594624,Senior Network Automation Engineer,Disney Streaming,"['New York, New York, United States']","Apr. 18, 2022"," design, configure, test, and maintain network automation tooling and processes work with the engineering and operation teams to refine functional requirements for automation and monitoring tooling. create and maintain documentation for automation applications and scrips daily maintenance and problem resolution, operating system patches and software upgrades, and routine hardware configuration participate in 24x7 on-call rotation basic "," 5+ years working in network automation experience configuring routers and switches experience automating network deployments and configurations experience programming in python experience with ansible playbook design and execution familiarity with a python web application framework, for example flask or django. familiarity with database management and communications familiarity with web services technologies such as rest and grpc development of a ci/cd environment. knowledgeable in network security procedures and best practices. familiarity with leveraging vendor apis to configure and gather data from network devices. working knowledge of common network monitoring and security utilities experience with linux-based operating systems experience with container virtualization technologies. willingness to learn new technologies and maintain industry knowledge. excellent communication skills and an ability to collaborate with multiple teams. excellent customer presentation skills. bachelor’s degree (preferably engineering related) "," a solid understanding of network virtualization landscape along with their supporting technologies. e.g. vrfs and vxlan experience with web ui development experience in multi-vendor network topologies experience with linux based routing daemons such as bird and frr experience in either the media or web scale sectors. a propensity to experiment with emerging technologies. working knowledge of the following: linux, python, ansible, tcp/ip, bgp, git, jenkins, and rest ",,,,
241,30695170560.0,/job/mumbai/infrastructure-engineer/391/30695170560,Infrastructure Engineer,Disney+ Hotstar,"['Mumbai, India']","Jun. 10, 2022",,,,,,,
242,29165625504.0,/job/new-york/technical-program-manager/391/29165625504,Technical Program Manager,Disney Streaming,"['New York, New York, United States']","May 15, 2022"," liaise between operational and technical teams, translating high-level requirements from business and product stakeholders to granular, well-defined tasks for data analysts to deliver on operationalize analytical and engineering groups to support the fast-paced expansion of partner operations integration programs ensure successful regional expansions with various partnership integrations performs all other responsibilities of a project manager at a proficient level, plus: takes initiative and a proactive approach at finding ways to remove barriers to move a project forward accurately forecasting risks and mitigating exposure to accomplishing projects accountable for driving execution and delivery of technical programs from start to finish develops a program plan comprised of parallel projects and multiple project managers that collectively produce work with significant business impact assist teams in story writing, backlog maintenance, prioritization and planning. facilitating creation and prioritization of program-level features and backlogs facilitate planning events and other ad-hoc meetings for teams, including story mapping, assigning of tickets, strategic planning sessions and scrum of scrums map milestones with product, engineering, and business operations teams to enable product launches set up the release process and access control management in order to comply with governance regulations develop strong partnerships with engineering, product management and analytics leaders to drive focus on strategic and tactical program objectives build strategic relationships with key technology and business leaders to ensure program success basic "," 2-4 years experience as a technical program manager, project manager or scrum master for a technology team that was diligently applying scrum principles, practices, and theory experience in managing operational delivery in the b2b partnership space is desired background in data analytics, or history of working within an analytics team preferred good skills and knowledge of servant leadership, facilitation, situational awareness, conflict resolution, continual improvement, empowerment, and increasing transparency experience with large-scale organizational change efforts experience building broad, large-scale communications plans sense of humor and self-awareness (good understanding of your knowledge/limits) love for data and taking chaos and turning it into something actionable high sense of ownership and a focus on building fast with awareness of limitations experience in agile software development with expertise in scrum methodology and practices good understanding of etl processing, data warehousing, familiarity with bi visualization tools such as looker and tableau working knowledge of modern program management, analysis, and reporting tools such as jira/confluence and ms office knowledge of sdlc, data analytics, data engineering, and data modeling required education bachelor’s degree in business management, computer science, or another related field ",," bachelor’s degree in business management, computer science, or another related field ",,,
243,24549176080.0,/job/burbank/lead-software-engineer-cloud-infrastructure/391/24549176080,Lead Software Engineer-Cloud Infrastructure,Disney Media &amp; Entertainment Distribution,"['Burbank, California, United States ', ' United States']","Mar. 01, 2022"," architects and implements cloud infrastructure solutions, with direct organizational impact, in accordance with best practices and security compliance. champions infrastructure as code (iac); provides thought leadership; establishes enterprise-level infrastructure patterns. builds and enhances continuous integration and delivery (ci/cd) pipelines. regularly reviews existing systems, policies, and practices, while identifying solutions that enhance service delivery efficiency, and enhance the current environment. mentors and leads other software engineers. collaborates with product engineering leaders to find innovative solutions for complex problems. basic "," 7+ or more years of experience in software engineering, sre, or devops roles intermediate to advanced coding experience with the one or more of the following programming languages: python , java, ruby, c/c++, go familiarity with sdlc, object oriented design, common data structures, how to test and analyze code advanced experience with amazon web services-based infrastructure and management including, but not limited to route 53, alb, ec2, cloudformation, cloudwatch, lambda, vpc, ecs, iam, s3, etc expertise in configuring, deploying, tuning , and supporting container utilities such as docker and kubernetes experience with cdn, load balancers, and traffic-management technologies such as haproxy, varnish, and nginx detailed knowledge of core internet and networking protocols including, but not limited to tcp/ip, dns, and http proficient working with terraform, cloudformation, or other infrastructure-as-code technologies proficient with git-based version control systems (github, gitlab) experience integrating with ci/cd platforms and tool chains such as jenkins, gitlab ci, and teamcity experience applying security best practices to application, system, and public cloud infrastructure experience integrating with commercial and open source monitoring platforms required education bs computer science or related technical discipline or its equivalent ",, bs computer science or related technical discipline or its equivalent ,,,
244,23260743472.0,/job/london/lead-software-engineer/391/23260743472,Lead Software Engineer,Disney Media &amp; Entertainment Distribution,"['London, United Kingdom']","May 08, 2022",,,,,,,
245,29711906112.0,/job/celebration/sr-software-engineer/391/29711906112,Sr Software Engineer,The Walt Disney Company (Corporate),"['Celebration, Florida, United States']","May 24, 2022"," works closely with scrum master, architect, developers, quality and reliability engineers and other project constituents to architect, implement, and deliver software solutions according to requirements/specifications. works with senior manager, engineering and director, engineering to follow and influence best practices for software development within the identity and access management engineering team. interfaces with other service delivery groups within enterprise technology and across the company. performs peer and vendor code reviews for compliance, security, performance, and best practices. hands-on, full-stack software development using professional, enterprise class software development tools. responsible for developing, enacting, and enforcing documentation, coding, process, and performance standards. provides guidance and mentorship to other team members on subjects like: tools, pipelines, best practices, proprietary disney services, and development standards. basic "," 5+ years full stack development 5+ years formal team-oriented development experience (agile preferred) expert in full stack software development (both frontend and backend technologies), software architecture, virtualization / containerization, web services, automation, relational and non-relational database design, systems architecture, system engineering, encryption and security, and many other critical areas. expertise with the entire software development lifecycle (sdlc) experience working in agile software development strong interpersonal, analytical, problem solving, negotiating, and influencing skills self-managing; self starter with a high level of initiative; strong sense of ownership and urgency expertise with continuous integration and continuous delivery (ci/cd) experience developing high-availability, highly-scalable applications and services. "," 5+ years experience with sdlc tools such as jira, jenkins, github/gitlab, confluence, etc 2+ years experience working with identity and access management systems disney work experience (including experience with disney iam services such as myid, authz, keystone, etc) familiarity with sensitive data handling such as coppa, pci and pii, safe harbor "," bachelor’s degree in computer science / software engineering, or equivalent degree or equivalent experience ",,,
246,29718440880.0,/job/glendale/executive-director-software-engineering/391/29718440880,"Executive Director, Software Engineering",Disney Media &amp; Entertainment Distribution,"['Glendale, California, United States ', ' Bristol, Connecticut, United States']","May 24, 2022",,,,,,,
247,29232285504.0,/job/seattle/sr-systems-reliability-engineer/391/29232285504,Sr Systems Reliability Engineer,The Walt Disney Company (Corporate),"['Seattle, Washington, United States']","May 16, 2022"," collaborate and provide technical leadership within and across teams code, and deploy systems, define and establish best practices in cloud hosting environments using self-healing, infrastructure-as-code, security, and automation patterns develop useful telemetry, alerts, and response to identify and address reliability risks participate in on-call rotation with other engineering teams identify, experiment, & evangelize new technologies, ideas, and best practices across the broader engineering community  basic ",,,,,,
248,26841400000.0,/job/california/senior-software-engineer/391/26841400000,Senior Software Engineer,Disney Streaming,"['California, United States ', ' Seattle, Washington, United States']","Apr. 07, 2022"," implement web interfaces and applications using javascript (es6+) html and css work on a modern stack including react, typescript, nodejs, amazon web services enforce code quality through test-driven development and code review distill product requirements into design and technical specifications collaborate closely with other engineering teams, product managers, and ux designers to define product requirements build out new features and enhancements using react and redux maintain and support a production streaming app at a global scale basic "," 4+ years building scalable production-quality web experiences experience in a nodejs application development environment. experience working within a modern javascript workflow through technologies such as: github, css preprocessors, styled components, single page application frameworks and module bundlers (webpack etc.) solid understanding of application security principles and best practices proven ability to integrate with service apis and/or sdks "," experience with streaming video, large data applications, and analytics suites knowledge of seo, accessibility, and web performance metrics experience integrating with rest and graphql apis hands on experience with react/redux in a production application ", bs degree in computer science or related field or equivalent work experience ,,,
249,30095525552.0,/job/united-states/senior-software-engineer-cloud-infrastructure/391/30095525552,Senior Software Engineer-Cloud Infrastructure,Disney Media &amp; Entertainment Distribution,['United States'],"May 30, 2022"," writes code that establishes and enhances frameworks, typically for software programs and systems that have little or no precedent. reviews code for the design, testability and clear usability develops specifications for assigned components, projects or fixes builds solutions that scale and perform participates in project proposal, architecture and design. contributes to architecture design and implementation of assigned projects and may lead in the effort. oversees technical maintenance. performs troubleshooting for systems that tend to be large and highly complex. design, development, documentation and/or testing. applies experience to resolve a variety of complex issues decisions and actions regularly have a moderate influence on the work of team members, other teams or assigned projects identifies problems and opportunities and recommends the development of solutions typically owns software programs and multiple components within the team serves as a high level technical resource and “go-to” person for less experienced software engineers makes routine and non-routine decisions on technical issues, with limited guidance from leader basic "," 5+ or more years of experience in software engineering, sre, or devops roles intermediate to advanced coding experience with the one or more of the following programming languages: python, java, ruby, c/c++, go you should know object oriented design, common data structures, algorithms that go along with them, and how to test your code advanced experience with amazon web services-based infrastructure and management including, but not limited to route 53, alb, ec2, cloudformation, cloudwatch, lambda, vpc, ecs, iam, s3, etc expertise in configuring, deploying, tuning, and supporting web frameworks at scale on linux and container platforms experience writing, maintaining and deploying restful services experience with web caching and load balancing technologies such as haproxy, varnish, and nginx detailed knowledge of core internet and networking protocols including, but not limited to tcp/ip, dns, and http proficient working with terraform, chef, salt, or other configuration management tools proficient with version control systems (git, tfs, svn) experience managing site content and configuration via cdn providers experience integrating with ci/cd platforms and tool chains such as teamcity, jenkins, and gitlab experience applying security best practices to application, system, and public cloud infrastructure experience integrating with commercial and open source monitoring and telemetry platforms  required education bs computer science or related technical discipline or its equivalent ",, bs computer science or related technical discipline or its equivalent ,,,
250,23759192144.0,/job/new-york/sr-software-engineer/391/23759192144,Sr Software Engineer,Disney Streaming,"['New York, New York, United States']","Feb. 15, 2022"," design and develop the large-scale, real-time, reliable and globally available platforms. build robust and scalable micro-services and data pipelines. end to end ownership of backend services: ideate, review design, build, code-review, test, load-test, launch, monitor performance. collaborate with other team members (including product owners, tpms, and other business units) to achieve product and business requirements. use a mix of technologies including java, python, kafka, redis, mysql, flink, spark, aws. challenge our team and software to be even better. basic "," 5+ years of relevant software engineering experience proficiency with at least one of the following languages: java, python extensive experience building highly scalable, reliable and maintainable services enthusiasm for achieving sub-millisecond gains in service response time the quality-first mindset with a focus on test automation and ci/cd great communication, collaboration skills, and a strong teamwork ethic the ability to jump into a project and contribute immediately to both architecture and implementation strive for excellence required education bs or ms in computer science/engineering or equivalent work experience  ",, bs or ms in computer science/engineering or equivalent work experience  ,,,
251,22398682080.0,/job/new-york/software-engineer-ii/391/22398682080,Software Engineer II,Disney Media &amp; Entertainment Distribution,"['New York, New York, United States']","Jan. 23, 2022"," design and implement tier-1 microservices in java and/or scala. implement asynchronous processes to run in the cloud for various data transformation operations. work on tech design for various initiatives and projects as per business needs. be involved in code reviews and architecture reviews for team members. participate in agile methodology and scrum processes such as sprint planning, backlog grooming, daily standups, and retrospectives with the team. provide on-call support for critical services on a rotational basis. own features/functionality and deliver projects end-to-end with high quality and robust architecture. communicate and work with multi-functional business partners. ramp up on new domains and technologies. basic ",,,,,,
252,21580421184.0,/job/santa-monica/senior-software-engineer/391/21580421184,Senior Software Engineer,Disney Streaming,"['Santa Monica, California, United States']","Jan. 09, 2022"," design and implement tier-1 microservices in java and/or scala. implement asynchronous processes to run in the cloud for various data transformation operations. work on tech design for various initiatives and projects as per business needs. be involved in code reviews and architecture reviews for team members. participate in agile methodology and scrum processes such as sprint planning, backlog grooming, daily standups, and retrospectives with the team. provide on-call support for critical services on a rotational basis. own features/functionality and deliver projects end-to-end with high quality and robust architecture. communicate and work with multi-functional business partners. ramp up on new domains and technologies. basic ",,,,,,
253,22959603936.0,/job/santa-monica/software-engineer-ii/391/22959603936,Software Engineer II,Disney Streaming,"['Santa Monica, California, United States']","Mar. 22, 2022"," collaborate daily with software developers, product owners, and program managers to define requirements and ensure testability develop scalable automated testing strategies and coordinate feedback from your collaborators define/implement/maintain test automation for the growthlife qa team introduce effective quality methodologies to the growthlife organization’s automation strategies and expand/improve existing automation collaborate closely with partner teams to understand upstream/downstream dependencies and to facilitate development of integration/end-to-end tests contribute to the release process for the growthlife team diagnose/debug/perform root cause analysis for issues in production/test environments, report defects, champion/drive/advocate for their resolution, and provide visibility/transparency into the value of your work propose regression tests to discover recurring issues and drive the tests to 'automation complete' create/maintain test data for automated testing and navigate through databases to analyse issues identify gaps and drive improvements in engineering methodologies to ensure industry-leading system quality and team efficiency apply software engineering best practices and agile approaches. basic "," bachelor’s degree or the foreign equivalent in computer science or a closely related field with 2+ years of progressive experience in a software testing (sdet) and/or software development (sde) occupation, including automated/manual testing of backend services and rest apis proficient in object-oriented design and expertise with one of the following programming languages: java, python, c#, kotlin, scala, or similar knowledge of at least one backend test automation frameworks (e.g. rest assured, karate, pytest, etc.) experience working with version control software (e.g. github) and issue/project tracking software (e.g. jira) experience working with software development/debugging tools (e.g. postman, curl, chrome dev tools) experienced in defining/executing/maintaining test cases and experience with building out test plans for backend services experience with sql queries, stored procedures, and data analysis/validation some experience with jenkins or similar build tools good understanding of quality-related agile methodologies and tools and validated experience using both during the sdlc strong verbal and written communication skills (e.g. whiteboarding/diagramming system behavior) proven experience demonstrating analytical skills, reporting, ownership, customer focus, and collaboration ",,,,,
254,18328069552.0,/job/new-york/lead-software-engineer-ios/391/18328069552,"Lead Software Engineer, iOS",Disney Media &amp; Entertainment Distribution,"['New York, New York, United States']","Dec. 05, 2021"," build well-designed, well-engineered, stable, performant native ios applications using swift and objective-c. manage and participate in the software development lifecycle, including the planning, development, testing, release, and live ops stages. write unit and integration tests for your code. work both independently and collaborate with a team of engineers with peer reviews to learn from and teach one another. partner with business stakeholders to deliver features on time and to specifications. provide detailed estimates of work and ensure timely delivery of features. continuously learn and keep up to date with emerging technologies to evaluate impact to business and member value. deliver an outstanding experience for our fans. basic "," 8+ years of full software development lifecycle experience deep understanding and proficiency in building ios mobile apps in either swift or objective-c. strong knowledge of ios ui design principles, patterns, and best practices. passionate about writing clean, well-organized, and production-ready code. experience working with git version control, or equivalent, in a collaborative team environment, creating pull requests and performing code reviews. self-motivated with strong problem-solving skills. excellent communication skills and experience working collaboratively with cross-functional teams of product managers, designers, and engineers. be organized and able to remain productive even when you have multiple deliverables. bs or ba in computer science, engineering, or related field or equivalent experience ", familiarity with restful apis to connect ios applications to back-end services experience with multiple mobile platforms. full-stack development experience. ,,,,
